Label,documents
cricket,australia complete series sweep third test sydney day four result australia bt pakistan pakistan continuing on overnight posted all out in their second innings and the home team quickly scored the runs needed for victory asim kamal top scored for the visitors with wellmade but australia were always in control after building firstinnings lead of and on turning wicket shane warne took and stuart macgill australia took three wickets during the morning session to reduce pakistan to still runs behind the home team firstinnings total it seemed at one point as though stubborn resistance would limit the visitors to the loss of yasir hameed during the first session of the day but with lunch approaching the australians swung the balance of the session in their favour with two wickets in two balls yousef youhana was bowled by macgill for before younis khan was trapped lbw to shane watson to become the allrounder first test victim after lunch shahid afridi was run out after typically aggressive innings and his dimissal was sparked fall of five wickets for runs as the pakistan lower order again threatened to capitulate at one point they had been reduced to after steadily losing wickets throughout the afternoon session shortly before the scheduled tea interval australia claimed the extra half hour as they went in search of victory but asim kamal partnered by mohammad asif who scored his first runs in test cricket put on for the last wicket to set australia meagre target for victory jason langer and matthew hayden wasted no time in setting about the victory target thrashing series of boundaries with victory just four runs away langer was bowled sweeping around his legs and new batsman ricky ponting smashed the next delivery to the boundary to seal victory matthew hayden justin langer ricky ponting capt damien martyn michael clarke shane watson adam gilchrist wkt shane warne jason gillespie glenn mcgrath stuart macgill salman butt imran farhat yasir hameed younis khanyousuf youhana capt asim kamal kamran akmal wkt mohammad asifshoaib akhtar navedulhasan danish kaneria umpires bowden nz shepherd eng 
cricket,kaif shines in india win first oneday international chittagong india overs bangladesh overs by runs mohammad kaif and rahul dravid shared stand of as the tourists posted total of skipper habibul bashar kept bangladesh in the hunt with but his departure left them with too much to do khaled mashud hit an unbeaten but sridharan sriram took as the home side were restricted to after winning the test series india took the opportunity to rest batsman virender sehwag and fast bowler zaheer khan and give debuts to wicketkeeper mahendra dhoni and seamer joginder sharma but skipper sourav ganguly lost the toss and opposite number bashar decision to put them in paid off initially as india were reduced to ganguly was bowled for nought by the second ball of the match from tapash baisya and yearold nazmul hossain then claimed the prized scalp of sachin tendulkar who was caught behind for mushfiqur rahman trapped yuvraj singh lbw for but kaif and dravid steadied the innings and bangladesh had to wait overs for their next success both batsmen reached their half centuries off balls but dravid edged catch to the keeper off khaled mahmud soon after and sriram was stumped for three off spinner mohammad rafique dhoni first innings for india lasted one delivery as he was run out for nought and when kaif gave return catch to nazmul in the th over the total had only just passed but ajit agarkar made and irfan pathan hit two sixes in his not out off balls runs which ultimately made all the difference bangladesh were soon in trouble in reply as rafique eight nafis iqbal nine and mohammad ashraful two all failed the latter becoming sharma first international victim when he was caught by ganguly bashar and aftab ahmed put on in overs before both fell victim to sriram leftarm spin along with rajin saleh as the home side slumped from to mushfique was lbw to agarkar for two but mashud and mahmud did their best to revive their side adding for the eighth wicket in six overs the target was out of reach however and mahmud perished for to catch by man of the match kaif as bangladesh hopes were finally extinguished mashud had the consolation of reaching his fifth oneday half century before baisya drove the final ball of the game to extra cover for four but it was too late for bangladesh nafis iqbal habibul bashar capt mohammad ashraful aftab ahmed khaled mashud wkt mushfiqur rahman khaled mahmud manjural islam rana mohammad rafique tapash baisya nazmul hossain sriram r tendulkar c ganguly capt dravid yuvraj singh kaif s dhoni wkt k pathan harbhajan singh sharma b agarkar aleem dar and mahbubur rahman 
cricket,rain holds up england fifth test centurion south africa england start delayed rain england lead the series with just this final test remaining so south africa desperately need to win the officials had hoped play could get under way at noon local time but further downpour led to an early lunch being taken by the players for england simon jones is expected to replace james anderson while the hosts play both andrew hall and andre nel with batsman boeta dippenaar dropped dale steyn had already been released from the squad for centurion and it means south africa go in with five seamers and one spin bowler on friday england captain michael vaughan had said it was important his team targeted victory and not simply draw he said you can set out over five days to draw game we have to try to win if you go out in mindset to draw you don have the right attitude we ll just set out in positive manner and try to put the south africans under lot of pressure england who have not won series in south africa for years will play on green pitch which has endured long spell of wet and humid weather the weather forecast for saturday onwards is fine and early starts on all four days from then could ensure there is plenty of time to achieve result middlesex opener andrew strauss with stunning aggregate of runs in the four tests played to date said south africa had every incentive to throw caution to the wind he said it been great series for me it been very satisfying but think we all realise that this last game is very important and we can afford to take our foot off the pedal now sometimes when you ve got lead it quite hard to keep yourself motivated we are pretty sure that the south africans will come back hard at us they have lot of motivation to do well against us this week south africa captain graeme smith said the colour of the pitch was probably misleading he said the pitch has played pretty well all year it might look bit juicy but will probably play pretty good he added that his team had the capability of bouncing back we came back in new zealand from down to level the series in wellington so we ve been in this situation before we ve just got to play some really good cricket for four to five days we ve had had lot of iffy performances so far with bit of luck here or there or playing some better cricket at certain times it could have easily been the other way round it been that sort of series ebb and flow and m sure it going to be that way again graeme smith capt herschelle gibbs jacques rudolph jacques kallis ab de villiers mark boucher wkt andrew hall nicky boje shaun pollock makhaya ntini andre nel marcus trescothick andrew strauss robert key michael vaughan capt graham thorpe andrew flintoff geraint jones wkt ashley giles matthew hoggard steve harmison simon jones 
cricket,holding slams twenty rubbish west indies great michael holding has branded twenty cricket rubbish as its international future is debated holding refused to watch last month twenty match between australia and pakistan in adelaide he told the voice it saddens me to hear people say that it is real contest between bat and ball how can simple slogging be good cricket it might have place in domestic cricket but should never be introduced as an international competition the international cricket council chief executives committee is to discuss the new format which has proved massive success at domestic level in melbourne on friday twenty cricket which features games lasting less that three hours was first launched in county cricket in it has since taken off domestically in south africa and australia are planning state competition next january new zealand will stage the first men international against australia next month and the aussies are to play england at the rose bowl in june however holding has told his television employers he does not want to commentate on the shortened game what is the point of telling youngsters to watch the game but not to copy the players techniques he continued there is nothing good about twenty cricket people who disagree don know what they are talking about 
cricket,ecb defends england tour schedule the england and wales cricket board has defended its role in the scheduling of the tour to south africa criticism of the itinerary intensified after england defeat in cape town the last of three back to back tests ecb director of cricket operations john carr said we raised our eyebrows when he received the first draft from the south african board unfortunately south africa have got an incredibly condensed programme from last november to the end of may south africa toured india prior to england arrival and will follow their departure with series against zimbabwe and west indies we need to play seven test matches and oneday internationals during the course of the home programme to generate the revenue that helps fund all of english cricket we are expected to reciprocate similar amount of cricket over the winter months most years we manage that workload in more acceptable way in terms of when the cricket is played it just so happens that the logistics of international cricket at the moment and south africa programme in particular meant ther whole of our tour had to be condensed into very narrow period we weren in position to demand reduction in the number of test matches or oneday internationals explained carr he acknowledged the schedule was far from ideal for the players and said the subject of their workload was troubling the various boards around the world we have to hold our hands up along with the south african board and say that this winter it hasn been satisfactory situation carr added former england opening batsman geoffrey boycott described playing three tests back to back as madness and said carr and england coach duncan fletcher should never have agreed to it but graham thorpe at the oldest member of the england test squad told the bbc there was no point in complaining about the schedule three test matches in three and half weeks is tough schedule there no doubt about that he said in the first half of my career d go on tour and for four or five weeks and wouldn do anything bar playing couple of warmup games this is very different we re basically playing five test matches with no games in between that the way modern tours are now it exciting the games come thick and fast but there very little time to find your form it just case of having to get on with it we all knew how the tour was scheduled it one all after three test matches we ve taken beating in cape town but there no reason to be too down about it these things happen in sport 
cricket,scotland closing in on new coach scotland cricket officials have announced that the team new coach will be named later this month recent press reports indicated that an original shortlist of four had been reduced to two andy moles currently the kenya coach and south african peter kirsten are thought to be still in the running but cricket scotland spokesman roddy smith declined to name names it unfair as people are under contract to other people he said moles is thought to have been the preferred choice all along after it was decided the coach role should be fulltime previous incumbent tony judd chose not to apply for the permanent post because of club commitment smith confirmed that interviews would take place in edinburgh but would not confirm how many candidates there would be commenting on the scottish newspaper reports he said press speculation has not helped 
cricket,icc relaxes bowling regulations the international cricket council icc has agreed to relax its rules on bowling actions in bid to defuse one of the most divisive issues in cricket bowlers will be allowed to straighten their arms by up to degrees the amount visible to the naked eye but any bowler found to have an illegal action will be suspended immediately shortening the current review process this new process gives the game sensible way forward said icc chief executive malcolm speed on saturday this issue has afflicted the game for over years every time it comes up there are emotional reactions from people around the world based on fear and ignorance and ve no doubt we will see them all again this time the degree limit follows an extensive research programme conducted by biomechanics experts previously the levels were degrees for fast bowlers and five degrees for spinners the icc ordered review of its laws on throwing after several top international players including sri lankan muttiah muralitharan were reported for suspect actions muralitharan doosra legbreak delivery was found to involve flexion of degrees an expert panel comprising aravinda de silva angus fraser michael holding tony lewis tim may and david richardson found that most modern bowlers broke the rules in some way but it added that the laws to determine whether their action was legal or otherwise were murky and unworkable these recommendations have come from people who have played the game at the highest level and who have deep appreciation of the issues said icc cricket committee chairman sunil gavaskar 
cricket,australia unchanged for pakistan australia have named an unchanged squad for the first test against pakistan in perth next friday matthew hayden missed the third oneday international against new zealand with hamstring strain but selectors decided not to name standby player paceman brett lee is the th man but could be brought into the first team for next week contest lee has been th man in the last three tests but has impressed in the new zealand oneday series australia will enter the pakistan game full of confidence after beating new zealand in their recent test series ricky ponting captain adam gilchrist justin langer matthew hayden damien martyn darren lehmann michael clarke shane warne jason gillespie michael kasprowicz glenn mcgrath brett lee 
cricket,england could win ashes former england stalwart alec stewart believes michael vaughan team is capable of beating australia next year england last held the ashes in but have won eight tests in row in the past year and stewart said they re going from strength to strength we ve got to remember that australia are the best side there is still gap between us but we ve certainly closed that gap from when we last played them if we can maintain form and fitness and in home conditions you never know having opened the innings many times at test level for england stewart is hugely impressed by the impact made by andrew strauss it been incredible he enthused when you start in international cricket there always that slight question mark in the back of your mind but he hasn looked out of his depth at any stage now when he comes to the wicket he full of confidence stewart also feels that south africa have problems both on and off the field as they bid to come from down in the fivematch series played over there twice and they were always tough to play against but they didn look like the south africa of old he said they are not picking their best side without doubt d make sure mark boucher comes back in he a world class cricketer england move to durban on wednesday to prepare for the second test which begins on boxing day england didn allow them to play at their best stewart said of the first test which the tourists won by seven wickets england have to play as they have and keep improving michael vaughan will be driving that home to the players at the start of the series thought there would only be one test in it but now think we can win by more than that 
cricket,england pondering lineup first oneday international johannesburg south africa england play starts sunday gmt ian bell kevin pietersen and kabir ali all performed so well in the warmup win over south africa as to give captain michael vaughan some dilemmas vaughan admired pietersen off balls on thursday he said the players are still talking about his innings so it must have been special you certainly want any guy who can clear the ropes in your team vaughan set to bat at four with pietersen spot lower in the order added kevin is character someone who is very confident and doesn mind having word like that but sunday a big selection to make because ian bell and pietersen played so well in kimberley and kabir ali bowled well we will have few new players on sunday and it will be big opportunity for them to try to establish themselves in the team it will also be great experience for them as we build for the world cup in couple of years time bell anchored england win in kimberley with an accomplished unbeaten his best chance of playing would perhaps be to dislodge vikram solanki and provide marcus trescothick with new opening partner but england have shown longterm patience with solanki even though he has almost always been inconsistent kabir who took on thursday features in squad rich in seam bowlers with matthew hoggard and simon jones both rested for the warmup vaughan predicted the sevenmatch oneday series would be tightly contested even though south africa have fallen to seventh in the icc rankings it going to be tough because they re good team especially at home who bat very deep they ve got so many allrounders but their record is not so great in the last year so that something for us to aim at south africa captain graeme smith defended his team recent record despite the fact they have won just two of their last oneday internationals he said it been difficult but we ve been playing lot in the subcontinent in our own conditions we ve got good record in oneday cricket the captain confirmed he would open the batting with herschelle gibbs smith said his team were not too fussed about the probable inclusion in the england team of batsman kevin pietersen who was born in kwazulunatal he enjoys the attention but we will just have to knock him over early said smith it will be easier to have him sitting in the changingroom and then we will not get banned if we abuse him vaughan capt kabir ali anderson batty bell collingwood giles gough harmison hoggard jones wkt jones pietersen solanki strauss trescothick wharf smith capt bacher boje boucher wkt ab de villiers gibbs hall kallis kemp langeveldt nel ntini prince pollock rudolph 
cricket,new zealand to step up security new zealand cricket officials are to review security after australia players were hit by missiles during saturday opening oneday international the match was stopped several times after australian fielders complained they had been hit by plastic bottles new zealand cricket chief executive martin snedden labelled the missile throwing unacceptable it wasn the number of security guards it was the fact they needed to be more proactive he said australia captain ricky ponting complained immediately after his side run win someone going to get hurt you have to have more security guys around the players on the boundary he said however kiwi coach john bracewell accused australia of using the crowd as delaying tactic he claimed the missilethrowing was no different to the treatment his players got in australia former australia skipper steve waugh threatened to take his players off the field after similar crowd disturbances in new zealand five years ago think the tactical awareness as learned by steve waugh has been passed on bracewell said despite being hit by missile at one point aussie bowler glenn mcgrath was the star of the show returning figures of glenn was outstanding and we just did enough to win ponting said it a very hard place to win over here and we found that out tonight new zealand skipper stephen fleming praised hamish marshall whose almost rescued the match we were out of it came back really well hamish was outstanding but we just lost our way towards the end 
cricket,kiwis recall tuffey for sri lanka new zealand have recalled seam bowler daryl tuffey to their squad for their oneday series with sri lanka tuffey who missed the recent tours of bangladesh and australia with leg injury is fully fit according to kiwis coach john bracewell middleorder batsman craig mcmillan has been dropped along with change bowlers andre adams and tama canning the first match of the series is on december and the teams also play twomatch test series in january the squad has been reduced to for the first three games of the oneday series to allow as many players as possible to play in domestic first class competition allrounder chris harris will not feature after having an operation to repair the shoulder he injured in the second match against australia stephen fleming captain nathan astle mathew sinclair hamish marshall scott styris chris cairns jacob oram brendon mccullum daniel vettori kyle mills ian butler daryl tuffey 
cricket,richardson ends just short new zealand batsman mark richardson bowed out of from all forms of cricket at the age of just short of firstclass runs richardson needed runs for auckland against canterbury to reach the milestone but finished on he made in his side first innings but did not bat again when auckland won by an innings and runs opener richardson only made his debut in but played in tests scoring runs at an average of but after impressing against england making century at lord he has struggled of late with just runs in two test defeats in australia he announced his retirement last week saying feel left something out on the park at lord and have lost the drive to play the richardson way m hanging my boots up for good since last year south african series ve started to struggle with the game emotionally and mentally richardson began his career as spin bowler but gained reputation as patient accumulator of runs scoring four test centuries his highest score of came against india in chandigarh in october new zealand recent tour of bangladesh saw richardson complete the set of visits to all testplaying nations however his batting approach and fielding ability did not suit the oneday game and he played in just four internationals nicknamed rigor mortis because of his slowness in the field richardson established tradition of racing the slowest member of the opposition teams in recent seasons have you seen the color of my hair and the big bald spot on the top of my head he quipped m but ve got the agility of about yearold the auckland native who has written regular column for bbc sport for the last three years intends to pursue career in the media new zealand captain stephen fleming says michael papps is favourite to take richardson place in the forthcoming series against sri lanka and australia 
